x;No indígena;Indígena
Ninguno;10.842458525911;23.9172358340804
Preprimaria;0.453060704213602;0.202943966286982
Primaria;37.5798171462852;47.7937303191914
Básico;13.2897888122533;9.95614471973272
Diversificado;26.5439796482333;12.8063341131622
Superior;10.6073650867282;4.80151155788996
Postgrado;0.430723279926583;0.301252661872828
