"x";"Hombre";"Mujer"
"Ninguno";14.8756026930535;16.535772504981
"Preprimaria";0.328561290581738;0.432213367143633
"Primaria";44.6235214924512;34.7863611664554
"Básico";13.0756243601807;10.3238543742076
"Diversificado";19.29691389508;26.1595725412063
"Superior";7.2347754956964;11.0211465314255
"Postgrado";0.383556841517137;0.387792066654592
